item,factor,name,price,wprice,kicker
1525,10,Cold Iron Pick,33.3,24.975,0.35
1526,5,Glowing Shadowhide Pendant,78.8,59.1,0.4
1527,1,White Wolf Gloves,106,79.5,0.4
1528,6,Ogre's Monocle,64.67,48.5025,0.1
1529,2,Restoring Balm,132.5,99.375,0.35
1530,2,Furlbrow's Deed,132.5,99.375,0.25
1531,8,Westfall Deed,30.13,22.5975,0.2
1532,9,Orb of Deception,54.89,41.1675,0.25
1533,6,Mindthrust Bracers,69.33,51.9975,0.25
1534,10,Pysan's Old Greatsword,14.1,10.575,0.15
1535,5,Slaghammer,55.8,41.85,0.05
1536,7,Wolfclaw Gloves,4.29,3.2175,0.3
1537,1,Wall of the Dead,468,351,0.05
1538,2,Underworld Band,57.5,43.125,0.05
1539,9,Icemail Jerkin,3.67,2.7525,0
1540,8,Nightblade,11.63,8.7225,0.35
1541,2,Gutrender,209.5,157.125,0.1
1542,1,Krazek's Fixed Pot,228,171,0.35
1543,3,Chief Brigadier Gauntlets,50.67,38.0025,0.2
1544,5,Ballast Maul,39.6,29.7,0
1545,1,Goblin Power Shovel,59,44.25,0.1
1546,1,Swampchill Fetish,208,156,0.4
1547,2,Ogremind Ring,42,31.5,0.4
1548,1,Ebonclaw Reaver,186,139.5,0.3
1549,2,Voodoo Band,139.5,104.625,0.1
1550,3,Pressed Felt Robe,138,103.5,0.1
1551,8,Bloodscalp Channeling Staff,4.75,3.5625,0.45
1552,1,Archeus,414,310.5,0.2
1553,2,Grelin Whitebeard's Journal,62,46.5,0
1554,2,The First Troll Legend,80,60,0.45
1555,2,The Second Troll Legend,224,168,0.35
1556,9,The Third Troll Legend,37.22,27.915,0.25
1557,9,The Fourth Troll Legend,17.89,13.4175,0.3
1558,2,Twisted Sabre,85,63.75,0.25
1559,9,Cryptbone Staff,32.78,24.585,0.35
1560,10,Black Metal Greatsword,7,5.25,0.1
1561,9,Black Metal War Axe,16,12,0.15
1562,2,Dusty Chain Armor,175,131.25,0.2
1563,8,Glowing Leather Bracers,41.75,31.3125,0
1564,6,Skeletal Longsword,52.83,39.6225,0.35
1565,7,Hollowfang Blade,35.71,26.7825,0.35
1566,6,Green Carapace Shield,79.83,59.8725,0.1
1567,6,Espadon,64.17,48.1275,0.35
1568,7,Bearded Axe,56,42,0.35
1569,4,Rock Hammer,75.25,56.4375,0.4
1570,9,Scimitar,41.44,31.08,0.4
1571,8,Hammer,59,44.25,0.2
1572,9,Cleaver,24.67,18.5025,0.45
1573,1,Gnarled Staff,426,319.5,0.45
1574,2,Gallan Cuffs,65.5,49.125,0.1
1575,4,Ambassador's Boots,19,14.25,0.05
1576,9,Scholarly Robes,21.22,15.915,0.35
1577,2,Sword of the Night Sky,34.5,25.875,0
1578,5,Dusty Mining Gloves,57.4,43.05,0.5
1579,1,Tunneler's Boots,133,99.75,0.2
1580,4,Plains Ring,60,45,0.5
1581,5,Troll Protector,5.4,4.05,0.05
1582,1,Tunic of Westfall,282,211.5,0.4
1583,2,Staff of Westfall,151.5,113.625,0.15
1584,5,Ring of Forlorn Spirits,12.8,9.6,0.35
1585,4,Crescent of Forlorn Spirits,38,28.5,0.1
1586,4,Bluegill Kukri,1.75,1.3125,0.45
1587,9,Anvilmar Hand Axe,5.11,3.8325,0
1588,4,Anvilmar Hammer,9.25,6.9375,0.4
1589,8,Trogg Hand Axe,3.88,2.91,0.4
1590,3,Small Wooden Hammer,67.33,50.4975,0
1591,4,Pitted Defias Shortsword,103.75,77.8125,0.15
1592,10,Kazon's Maul,23,17.25,0.4
1593,2,Sentry Cloak,114.5,85.875,0.4
1594,10,Trogg Club,24.3,18.225,0.3
1595,6,Rockjaw Blade,53.17,39.8775,0.5
1596,8,Skull Hatchet,45.88,34.41,0.5
1597,9,Frostbit Staff,35.44,26.58,0.05
1598,2,Black Bear Hide Vest,21,15.75,0.2
1599,3,Darnassian Bleu,34.67,26.0025,0.3
1600,8,Dwarven Magestaff,60.13,45.0975,0.35
1601,8,Dwarven Hatchet,8.88,6.66,0.15
1602,9,Solid Shortblade,31.56,23.67,0.1
1603,1,Heavy Mace,347,260.25,0
1604,10,Magician Staff,15.3,11.475,0.2
1605,1,Northern Shortsword,214,160.5,0.15
1606,5,Sergeant's Warhammer,89.6,67.2,0.05
1607,1,Hillborne Axe,257,192.75,0.1
1608,1,Wizbang's Gunnysack,494,370.5,0.45
1609,6,Darksteel Bastard Sword,28.83,21.6225,0.25
1610,10,Hard Crawler Carapace,36.8,27.6,0.4
1611,9,Long Crawler Limb,38.44,28.83,0.3
1612,2,Scrimshaw Dagger,227,170.25,0.5
1613,6,Magic Dust,10.33,7.7475,0.2
1614,10,Worn Dagger,48.8,36.6,0.35
1615,5,Double-Barreled Shotgun,34.4,25.8,0.35
1616,10,Dwarven Hand Cannon,29.5,22.125,0.35
1617,3,Precisely Calibrated Boomstick,103.33,77.4975,0.05
1618,2,Light Quiver,229,171.75,0.15
1619,6,Small Ammo Pouch,76.67,57.5025,0.45
1620,4,Thug Shirt,2.75,2.0625,0.3
1621,4,Frostmane Leather Vest,89,66.75,0.45
1622,2,Frostmane Chain Vest,173,129.75,0.4
1623,10,Light Magesmith Robe,4,3,0.3
1624,6,Lumberjack Jerkin,70.5,52.875,0.4
1625,10,Calor's Note,14.3,10.725,0.1
1626,8,Snowy Robe,59.38,44.535,0.35
1627,10,Thin Cloth Shoes,49.1,36.825,0
1628,7,Thin Cloth Gloves,46.43,34.8225,0.5
1629,10,Thin Cloth Pants,43.3,32.475,0.2
1630,8,Thin Cloth Armor,51.88,38.91,0.45
1631,2,Cracked Leather Belt,173,129.75,0.45
1632,9,Cracked Leather Boots,21.33,15.9975,0.4
1633,7,Cracked Leather Bracers,28.57,21.4275,0.3
1634,10,Cracked Leather Gloves,44.8,33.6,0.1
1635,3,Cracked Leather Pants,96.33,72.2475,0.1
1636,6,Cracked Leather Vest,20,15,0.15
1637,4,Scratched Claymore,54.25,40.6875,0.15
1638,9,Large Round Shield,49.67,37.2525,0.1
1639,8,Club,9,6.75,0.4
1640,1,Shortsword,33,24.75,0.4
1641,3,Short Staff,89,66.75,0.1
1642,7,Small Shield,33.57,25.1775,0.5
1643,5,Hand Axe,92.2,69.15,0.4
1644,1,Conjured Purified Water,356,267,0.2
1645,6,Whittling Knife,80.17,60.1275,0.1
1646,3,Dirk,112.33,84.2475,0.4
1647,9,Carving Knife,32.44,24.33,0.15
1648,9,Cuirboulli Vest,37.11,27.8325,0.45
1649,5,Cuirboulli Belt,56.2,42.15,0.2
1650,10,Cuirboulli Boots,22.6,16.95,0.45
1651,2,Cuirboulli Bracers,206.5,154.875,0.45
1652,9,Cuirboulli Gloves,13.56,10.17,0.2
1653,6,Cuirboulli Pants,43,32.25,0.45
1654,9,Polished Scale Belt,45.22,33.915,0.4
1655,2,Polished Scale Boots,160,120,0.45
1656,9,Polished Scale Bracers,54.33,40.7475,0.35
1657,8,Polished Scale Gloves,3.13,2.3475,0.5
1658,6,Polished Scale Leggings,16.5,12.375,0.25
1659,4,Polished Scale Vest,44.5,33.375,0.35
1660,9,Padded Boots,5.56,4.17,0.1
1661,10,Padded Gloves,46.2,34.65,0.15
1662,5,Padded Pants,80.4,60.3,0.25
1663,9,Padded Armor,35.44,26.58,0.2
1664,10,Book from Sven's Farm,32.1,24.075,0.1
1665,9,Sarah's Ring,48.67,36.5025,0.05
1666,8,Shadowblade,26.13,19.5975,0
1667,3,Gut Ripper,68.33,51.2475,0.35
1668,1,Old Blanchy's Blanket,486,364.5,0.05
1669,1,Foreman's Leggings,269,201.75,0
1670,2,Foreman's Gloves,64,48,0.45
1671,5,Corpse Rompers,14.2,10.65,0.4
1672,7,Buzzer Blade,30.43,22.8225,0.05
1673,1,Rustic Belt,59,44.25,0.5
1674,5,Old Leather Belt,51.2,38.4,0.2
1675,2,Shadowhide Battle Axe,242,181.5,0.3
1676,6,Outfitter Belt,10,7.5,0.4
1677,8,A Stack of Letters,22.25,16.6875,0.4
1678,5,A Letter to Grelin Whitebeard,87.6,65.7,0.35
1679,6,Diamond Hammer,3.5,2.625,0.4
1680,6,Anvilmar Knife,41.5,31.125,0.25
1681,1,Brashclaw's Chopper,59,44.25,0.45
1682,3,Brashclaw's Skewer,9,6.75,0.1
1683,8,Duskbringer,33.63,25.2225,0.5
1684,6,Jambiya,5.67,4.2525,0.45
1685,10,Poniard,6.9,5.175,0.45
1686,7,Kris,22.43,16.8225,0.25
1687,7,Craftsman's Dagger,0.43,0.3225,0.3
1688,10,The Collector's Schedule,36.5,27.375,0.15
1689,10,Militia Dagger,30.8,23.1,0.4
1690,3,Sharp Kitchen Knife,10.67,8.0025,0.45
1691,5,Ogremage Staff,84.4,63.3,0
1692,10,Heavy Ogre War Axe,9.5,7.125,0
1693,10,Gloves of Brawn,45.1,33.825,0.35
1694,10,Inferno Robe,11.4,8.55,0.05
1695,3,Dark Runner Boots,48,36,0.05
1696,2,Shadow Weaver Leggings,201.5,151.125,0.45
1697,4,Nightwalker Armor,79.25,59.4375,0.15
1698,2,Brackclaw,205,153.75,0.45
1699,6,Blackfang,76.17,57.1275,0
1700,5,Patched Pants,95.8,71.85,0.25
1701,4,Urchin's Pants,44.25,33.1875,0.1
1702,7,The Collector's Ring,58.71,44.0325,0.05
1703,8,Rugged Cape,43.25,32.4375,0.5
1704,6,Desperado Cape,8,6,0.25
1705,4,Hand of Edward the Odd,105.25,78.9375,0.15
1706,7,Krol Blade,50.29,37.7175,0.35
1707,4,Helm of Narv,50.5,37.875,0.05
1708,1,Myrmidon's Signet,27,20.25,0.1
1709,9,Militia Buckler,53.56,40.17,0.2
1710,5,Dusky Crab Cakes,42.6,31.95,0.5
1711,7,Gooey Spider Leg,70.57,52.9275,0.1
1712,10,Miscellaneous Goblin Supplies,11.1,8.325,0.2
1713,7,Icepane Warhammer,32.43,24.3225,0.15
1714,1,Skeletal Club,160,120,0.15
1715,9,Frostmane Staff,37.33,27.9975,0.35
1716,6,Frostmane Shortsword,68,51,0.3
1717,7,Frostmane Club,58.57,43.9275,0.15
1718,10,Frostmane Hand Axe,7.9,5.925,0.3
1719,7,Mark of Kern,46.71,35.0325,0.05
1720,9,Phytoblade,45.78,34.335,0.25
1721,4,Mantle of Thieves,57.25,42.9375,0.4
1722,10,Stonesplinter Axe,32.7,24.525,0.35
1723,9,Stonesplinter Dagger,27.89,20.9175,0.2
1724,10,Stonesplinter Mace,14.5,10.875,0.45
1725,9,Stonesplinter Blade,31.89,23.9175,0.05
1726,3,Staff of the Blessed Seer,151.67,113.7525,0.35
1727,8,Guerrilla Armor,22,16.5,0.05
1728,3,Sapper's Gloves,78.33,58.7475,0.3
1729,1,Deprecated Sentinel Coif,456,342,0.5
1730,9,Swampwalker Boots,30.78,23.085,0.35
1731,4,Necromancer Leggings,41.75,31.3125,0
1732,6,Forest Tracker Epaulets,18.17,13.6275,0.15
1733,7,Kam's Walking Stick,3.71,2.7825,0
1734,2,Rodentia Flint Axe,194,145.5,0.4
1735,9,Rodentia Shortsword,27.33,20.4975,0.45
1736,2,Rat Cloth Belt,206.5,154.875,0.3
1737,7,Rat Cloth Cloak,47.43,35.5725,0.25
1738,10,Haunch of Meat,0.9,0.675,0.3
1739,6,Conjured Fresh Water,16.67,12.5025,0.05
1740,2,Scroll of Strength II,48.5,36.375,0.3
1741,10,Scroll of Intellect II,26.7,20.025,0.3
1742,5,Kang the Decapitator,78.6,58.95,0.15
1743,7,Necrology Robes,13.71,10.2825,0.4
1744,2,Burning War Axe,17.5,13.125,0.25
1745,3,Embossed Leather Vest,162,121.5,0.1
1746,8,Handstitched Leather Boots,41.25,30.9375,0.5
1747,10,Handstitched Leather Pants,23.8,17.85,0.05
1748,7,Light Armor Kit,33.43,25.0725,0.35
1749,4,Fine Leather Boots,122.25,91.6875,0.3
1750,8,Fine Leather Cloak,57.38,43.035,0.15
1751,8,Embossed Leather Boots,21.38,16.035,0.1
1752,6,Embossed Leather Cloak,3.67,2.7525,0.4
1753,9,White Leather Jerkin,52.33,39.2475,0.2
1754,3,Fine Leather Gloves,106.33,79.7475,0.45
1755,4,Medium Armor Kit,11,8.25,0.1
1756,9,Toughened Leather Armor,4.56,3.42,0.35
1757,1,Dark Leather Boots,106,79.5,0.4
1758,9,Dark Leather Cloak,7,5.25,0.3
1759,2,Dark Leather Tunic,40,30,0.5
1760,1,Light Leather,9,6.75,0.1
1761,4,Medium Leather,24.75,18.5625,0.35
1762,8,Coarse Thread,12.75,9.5625,0.4
1763,3,Fine Thread,159.67,119.7525,0.05
1764,6,Bleach,68.83,51.6225,0
1765,6,Black Dye,78.17,58.6275,0.1
1766,5,Ivy-Weave Bracers,90.6,67.95,0.35
1767,8,Sturdy Leather Bracers,47.88,35.91,0.25
1768,3,Battleworn Hammer,38.67,29.0025,0.5
1769,7,Worn Wooden Shield,21.57,16.1775,0.1
1770,4,Woven Vest,67.25,50.4375,0.05
1771,10,Woven Pants,36.9,27.675,0.35
1772,8,Woven Boots,39,29.25,0.2
1773,7,Woven Gloves,47,35.25,0.4
1774,7,Battered Leather Harness,49.43,37.0725,0.3
1775,4,Battered Leather Belt,7.75,5.8125,0.1
1776,9,Battered Leather Pants,0.78,0.585,0.35
1777,7,Battered Leather Boots,66.29,49.7175,0
1778,3,Battered Leather Bracers,128.33,96.2475,0.4
1779,2,Battered Leather Gloves,219.5,164.625,0.45
1780,7,Worn Heater Shield,3.14,2.355,0.4
1781,1,Round Buckler,401,300.75,0.25
1782,6,Skeleton Finger,63,47.25,0.3
1783,2,Tarnished Chain Vest,129,96.75,0.1
1784,4,Tarnished Chain Belt,0.75,0.5625,0.35
1785,8,Tarnished Chain Leggings,31.13,23.3475,0.45
1786,9,The Embalmer's Heart,11.67,8.7525,0.3
1787,7,Tarnished Chain Boots,32.57,24.4275,0.4
1788,1,Tarnished Chain Bracers,198,148.5,0.25
1789,6,Tarnished Chain Gloves,24.17,18.1275,0.1
1790,7,Rusted Chain Vest,52.43,39.3225,0.2
1791,5,Rusted Chain Belt,81.4,61.05,0.45
1792,1,Rusted Chain Leggings,72,54,0.2
1793,3,Rusted Chain Boots,9.33,6.9975,0
1794,5,Rusted Chain Bracers,32.2,24.15,0.25
1795,8,Rusted Chain Gloves,32.5,24.375,0.1
1796,9,Light Mail Armor,34,25.5,0
1797,3,Light Mail Belt,124.33,93.2475,0.05
1798,10,Light Mail Leggings,41.7,31.275,0.15
1799,6,Light Mail Boots,0.5,0.375,0.4
1800,8,Light Mail Bracers,16.5,12.375,0.4
1801,6,Light Mail Gloves,50.83,38.1225,0
1802,6,Light Chain Armor,80.17,60.1275,0.4
1803,9,Light Chain Belt,33.56,25.17,0.45
1804,4,Light Chain Leggings,87.5,65.625,0.2
1805,6,Light Chain Boots,50.67,38.0025,0
1806,6,Light Chain Bracers,66.83,50.1225,0.4
1807,3,Light Chain Gloves,63,47.25,0.1
1808,4,Pattern: Fine Leather Boots,106.25,79.6875,0.1
1809,7,Pattern: White Leather Jerkin,33.29,24.9675,0.05
1810,2,Pattern: Fine Leather Gloves,120.5,90.375,0.1
1811,1,Pattern: Dark Leather Tunic,186,139.5,0.2
1812,3,Black Stallion Bridle,12.67,9.5025,0
1813,1,Pinto Bridle,359,269.25,0.05
1814,7,Augmented Chain Vest,53.86,40.395,0.35
1815,3,Augmented Chain Leggings,153,114.75,0.2
1816,10,Augmented Chain Belt,40.3,30.225,0.25
1817,4,Augmented Chain Boots,25,18.75,0.25
1818,2,Augmented Chain Bracers,45,33.75,0.5
1819,4,Augmented Chain Gloves,120.25,90.1875,0.3
1820,8,Brigandine Vest,61,45.75,0.3
1821,3,Brigandine Belt,136.67,102.5025,0.1
1822,3,Brigandine Leggings,31.67,23.7525,0.25
1823,7,Brigandine Boots,53.86,40.395,0.4
1824,6,Brigandine Bracers,4.17,3.1275,0.2
1825,8,Brigandine Gloves,62.38,46.785,0.05
1826,5,Russet Vest,30.8,23.1,0.2
1827,1,Russet Pants,299,224.25,0.5
1828,1,Russet Boots,316,237,0.25
1829,2,Russet Gloves,100.5,75.375,0.3
1830,7,Embroidered Armor,57.71,43.2825,0
1831,5,Embroidered Pants,45.6,34.2,0.35
1832,6,Embroidered Boots,46,34.5,0.4
1833,2,Embroidered Gloves,210.5,157.875,0.25
1834,7,Ringed Buckler,18,13.5,0.1
1835,9,Reinforced Targe,51.11,38.3325,0.45
1836,8,Metal Buckler,38.25,28.6875,0.4
1837,4,Rusted Buckler,75.25,56.4375,0.3
1838,5,Large Metal Shield,91.2,68.4,0.2
1839,5,Kite Shield,13.2,9.9,0.25
1840,2,Peacebloom,23.5,17.625,0.5
1841,3,Heavy Pavise,77.67,58.2525,0.4
1842,3,Earthroot,48.33,36.2475,0.15
1843,7,Briarthorn,0.43,0.3225,0.2
1844,6,Crested Heater Shield,66,49.5,0.15
1845,10,Swiftthistle,4.5,3.375,0.05
1846,3,Bruiseweed,149.67,112.2525,0.05
1847,10,Elixir of Lion's Strength,18.4,13.8,0.3
1848,1,Minor Mana Potion,403,302.25,0.2
1849,8,Minor Rejuvenation Potion,44.63,33.4725,0.2
1850,2,Elixir of Minor Agility,213,159.75,0.25
1851,10,Elixir of Minor Fortitude,33.4,25.05,0.25
1852,9,Swiftness Potion,17.33,12.9975,0.35
1853,3,Elixir of Tongues (NYI),126.33,94.7475,0.2
1854,6,Studded Doublet,73.17,54.8775,0.05
1855,3,Studded Belt,41.67,31.2525,0.05
1856,5,Studded Pants,9.2,6.9,0.1
1857,5,Skullsplitter Fetish,27.2,20.4,0.35
1858,7,Studded Boots,69.14,51.855,0.25
1859,3,Studded Bracers,104.33,78.2475,0.45
1860,9,Studded Gloves,47.56,35.67,0.3
1861,1,Reinforced Leather Vest,400,300,0.2
1862,1,Reinforced Leather Belt,354,265.5,0.35
1863,3,Reinforced Leather Pants,100.33,75.2475,0.05
1864,8,Reinforced Leather Boots,41.63,31.2225,0.3
1865,5,Reinforced Leather Bracers,68.4,51.3,0.4
1866,3,Reinforced Leather Gloves,50,37.5,0.1
1867,10,Chilled Basilisk Haunch,5.8,4.35,0
1868,7,Ravager's Skull,37.43,28.0725,0
1869,5,Broad Axe,5.2,3.9,0.5
1870,5,Large Club,56.2,42.15,0.5
1871,2,Peon Sword,116,87,0.1
1872,1,Inferior Tomahawk,177,132.75,0.2
1873,4,Rough Broad Axe,101,75.75,0.15
1874,10,Small Knife,23.4,17.55,0.4
1875,6,Splintered Board,81.83,61.3725,0.2
1876,2,Large Stone Mace,141.5,106.125,0.35
1877,3,Acolyte Staff,2.67,2.0025,0.35
1878,7,Gladius,11.71,8.7825,0.3
1879,1,Two-Handed Sword,492,369,0
1880,3,Tomahawk,19.67,14.7525,0.45
1881,5,Large Axe,51.2,38.4,0.15
1882,1,Cudgel,362,271.5,0.45
1883,4,Wooden Mallet,85.75,64.3125,0.2
1884,1,Stiletto,94,70.5,0
1885,9,Walking Stick,5.56,4.17,0.35
1886,6,Raider Shortsword,82,61.5,0.1
1887,8,Rusted Claymore,40.13,30.0975,0.15
1888,8,Small Tomahawk,62.38,46.785,0.1
1889,5,Double-Bladed Axe,40.8,30.6,0.2
1890,10,Light Hammer,20.1,15.075,0.4
1891,9,Wooden Warhammer,49.67,37.2525,0.2
1892,5,Scuffed Dagger,45.4,34.05,0.05
1893,4,Adept Short Staff,9.75,7.3125,0.15
1894,5,Worn Shortbow,19.2,14.4,0.5
1895,3,Polished Shortbow,43,32.25,0.3
1896,3,Hornwood Recurve Bow,165.33,123.9975,0.05
1897,10,Laminated Recurve Bow,5.8,4.35,0.1
1898,10,Old Blunderbuss,15.7,11.775,0.45
1899,8,Ornate Blunderbuss,7.5,5.625,0.2
1900,6,Solid Blunderbuss,13.33,9.9975,0.2
1901,1,Hunter's Boomstick,115,86.25,0.35
1902,5,Broadsword,80.2,60.15,0.25
1903,10,Flamberge,34.9,26.175,0.35
1904,5,Crescent Axe,6,4.5,0.4
1905,4,Bullova,86.5,64.875,0.15
1906,4,Truncheon,57.75,43.3125,0.05
1907,5,War Hammer,40.2,30.15,0.45
1908,6,Main Gauche,41.67,31.2525,0.4
1909,6,Battle Staff,62,46.5,0.25
1910,8,Falchion,19.25,14.4375,0.45
1911,6,Zweihander,4.5,3.375,0.1
1912,1,Francisca,471,353.25,0.1
1913,10,Great Axe,13.6,10.2,0.35
1914,10,Morning Star,10.7,8.025,0.05
1915,6,War Maul,59.5,44.625,0.4
1916,5,Rondel,64.4,48.3,0.3
1917,6,War Staff,10,7.5,0.1
1918,8,Trogg Stone Tooth,61.25,45.9375,0.15
1919,9,Malleable Chain Leggings,25.78,19.335,0.35
1920,1,Royal Frostmane Girdle,83,62.25,0.4
1921,1,Boar Handler Gloves,177,132.75,0.15
1922,3,Barrel of Barleybrew Scalder,68.67,51.5025,0.15
1923,7,Staff of the Shade,43.14,32.355,0.2
1924,1,Recipe: Elixir of Minor Agility,301,225.75,0.45
1925,1,Recipe: Swiftness Potion,299,224.25,0.35
1926,10,Jitters' Completed Journal,36.3,27.225,0.2
1927,8,Chok'sul's Head,19.25,14.4375,0.2
1928,5,Bouquet of Scarlet Begonias,53.6,40.2,0.4
1929,1,Strange Smelling Powder,311,233.25,0.15
1930,8,Elven Spirit Claws,37.88,28.41,0.4
1931,7,Rod of Molten Fire,53.71,40.2825,0.2
1932,4,Sacrificial Robes,35.5,26.625,0
1933,7,Evocator's Blade,48.57,36.4275,0.35
1934,4,Brown Linen Vest,33,24.75,0.15
1935,6,Linen Boots,58.83,44.1225,0.4
1936,9,Linen Cloak,13.22,9.915,0.4
1937,7,Viny Wrappings,66.43,49.8225,0.2
1938,4,Red Linen Robe,97.5,73.125,0.3
1939,9,Red Linen Shirt,48.67,36.5025,0.05
1940,6,White Linen Shirt,24.17,18.1275,0.2
1941,4,Blue Linen Shirt,103.25,77.4375,0.1
1942,7,Barbaric Linen Vest,52.86,39.645,0.2
1943,10,Green Linen Shirt,34.9,26.175,0.15
1944,4,Reinforced Linen Cape,113.75,85.3125,0.1
1945,5,Heavy Linen Bandage,72.8,54.6,0.2
1946,8,Green Woolen Vest,56,42,0.4
1947,10,Woolen Boots,0.2,0.15,0
1948,9,Woolen Cape,14,10.5,0.2
1949,2,Gray Woolen Robe,45,33.75,0.25
1950,7,Gamemaster's Robe,7.57,5.6775,0.25
1951,8,Gray Woolen Shirt,37.13,27.8475,0.05
1952,5,Deprecated Red Leather Mask,55.8,41.85,0.25
1953,7,Linen Cloth,32.71,24.5325,0.15
1954,3,Wool Cloth,154.67,116.0025,0.1
1955,9,Flask of Stormwind Tawny,26.11,19.5825,0.25
1956,8,Flagon of Dwarven Mead,51.88,38.91,0.45
1957,7,Jug of Badlands Bourbon,50.14,37.605,0.45
1958,10,Skin of Dwarven Stout,19.8,14.85,0.05
1959,7,Pattern: Red Linen Robe,29.57,22.1775,0.4
1960,9,Deprecated Pattern: Forest Silk Gloves,41.89,31.4175,0.15
1961,6,Pattern: Gray Woolen Robe,57.83,43.3725,0.25
1962,6,Red Dye,65,48.75,0.2
1963,3,Green Dye,89.67,67.2525,0.2
1964,3,Lurker Venom,72.33,54.2475,0.45
1965,5,Mo'grosh Crystal,55.8,41.85,0.1
1966,5,Disarming Colloid,50.2,37.65,0.05
1967,4,Disarming Mixture,116.25,87.1875,0.15
1968,10,Crude Flint,1.1,0.825,0.05
1969,10,Plain Robe,25,18.75,0.3
1970,2,Double-Stitched Robes,43.5,32.625,0.4
1971,9,Robe of Apprenticeship,31.78,23.835,0.1
1972,4,Chromatic Robe,3.75,2.8125,0.4
1973,1,Shimmering Silk Robes,462,346.5,0.1
1974,4,Burning Robes,111.25,83.4375,0.25
1975,8,Silver Dress Robes,4.75,3.5625,0.05
1976,2,Grelin's Report,3,2.25,0
1977,8,Augural Shroud,49.25,36.9375,0.2
1978,6,Cowl of Necromancy,13.5,10.125,0.45
1979,5,Nimar's Tribal Headdress,63,47.25,0.15
1980,10,Holy Diadem,26.6,19.95,0.45
1981,9,Thinking Cap,51.56,38.67,0.25
1982,8,Menethil Statuette,26.38,19.785,0.05
1983,1,Senir's Report,124,93,0.45
1984,7,Intrepid Strongbox Key,70.57,52.9275,0.4
1985,6,Curved Dagger,73.5,55.125,0.1
1986,2,Jungle Remedy,141,105.75,0
1987,2,Venom Fern Extract,72,54,0.2
1988,9,Carved Stone Idol,1.78,1.335,0.25
1989,2,Ironband's Progress Report,2,1.5,0
1990,4,Deprecated Ironband's Powder Approval,28.5,21.375,0.3
1991,3,Merrin's Letter,50,37.5,0.2
1992,4,Miners' Gear,58,43.5,0.5
1993,4,Red Leather Bag,84.75,63.5625,0.25
1994,7,Ados Fragment,12.71,9.5325,0.2
1995,2,Modr Fragment,28.5,21.375,0.4
1996,1,Golm Fragment,400,300,0.35
1997,9,Neru Fragment,49.56,37.17,0.05
1998,10,Ribbly's Quiver,34.3,25.725,0.35
1999,3,Ribbly's Bandolier,100.67,75.5025,0.25
2000,10,Spinner Fang,45.3,33.975,0.3
2001,3,Stormwind Seasoning Herbs,73.33,54.9975,0.2
2002,3,Barrel of Thunder Ale,102.33,76.7475,0.1
2003,9,MacGrann's Dried Meats,52,39,0.35
2004,1,Threshadon Tooth,495,371.25,0.2
2005,9,Wendigo Mane,5.67,4.2525,0.4
2006,7,Stringy Wolf Meat,10,7.5,0.3
2007,5,Coyote Meat,86.2,64.65,0.45
2008,9,Crawler Meat,52.44,39.33,0.45
2009,9,Crawler Claw,9.78,7.335,0.2
2010,9,Shimmerweed,54.78,41.085,0.3
2011,1,Boar Ribs,139,104.25,0
2012,9,Mild Spices,14.22,10.665,0.45
2013,2,Charred Wolf Meat,237.5,178.125,0
2014,1,Spiced Wolf Meat,453,339.75,0.35
2015,2,Roasted Boar Meat,154.5,115.875,0.45
2016,4,Cooked Crab Claw,2.25,1.6875,0.15
2017,3,Crab Cake,165.33,123.9975,0.45
2018,1,Coyote Steak,137,102.75,0
2019,5,Succulent Pork Ribs,87,65.25,0.05
2020,4,Thunder Ale,117.25,87.9375,0.35
2021,9,Dry Pork Ribs,6.44,4.83,0.5
2022,5,Latched Belt,14.2,10.65,0.3
2023,9,Outfitter Boots,31.67,23.7525,0.35
2024,8,Settler's Leggings,7.13,5.3475,0.4
2025,9,Cask of Evershine,4.33,3.2475,0.25
2026,1,Recipe: Goretusk Liver Pie,433,324.75,0.3
2027,2,Recipe: Cooked Crab Claw,66.5,49.875,0.5
2028,7,Recipe: Redridge Goulash,50.57,37.9275,0.2
2029,2,Recipe: Succulent Pork Ribs,162.5,121.875,0.25
2030,1,Recipe: Seasoned Wolf Kabob,46,34.5,0.15
2031,1,Lightforge Ingot,233,174.75,0.2
2032,10,Crate of Lightforge Ingots,6.5,4.875,0.45
2033,4,Ol' Sooty's Head,90,67.5,0.35
2034,1,Muddy Note,403,302.25,0
2035,6,Holy Shroud,40.33,30.2475,0.4
2036,10,Wine Ticket,4.1,3.075,0.4
2037,5,Bottle of Dalaran Noir,41.8,31.35,0
2038,9,Cloth Request,15.33,11.4975,0.1
2039,2,Green Hills of Stranglethorn - Page 1,88.5,66.375,0.5
2040,6,Green Hills of Stranglethorn - Page 4,38.33,28.7475,0.45
2041,3,Green Hills of Stranglethorn - Page 6,1.67,1.2525,0.4
2042,4,Green Hills of Stranglethorn - Page 8,69,51.75,0.5
2043,2,Green Hills of Stranglethorn - Page 10,29,21.75,0.05
2044,10,Green Hills of Stranglethorn - Page 11,44,33,0.35
2045,4,Green Hills of Stranglethorn - Page 14,65,48.75,0.5
2046,6,Green Hills of Stranglethorn - Page 16,37.33,27.9975,0.2
2047,7,Green Hills of Stranglethorn - Page 18,38.57,28.9275,0.3
2048,6,Green Hills of Stranglethorn - Page 20,18.17,13.6275,0.4
